MRTime	IMSI	SRNCID	BestCellID	SRNTI	RAB	Delay	UE_TXPower	LCS_BIT	Longitude	Latitude	RNCID_1	CellID_1	EcNo_1	RSCP_1	RTT_1	UE_Rx_Tx_1	RNCID_2	CellID_2	EcNo_2	RSCP_2	RTT_2	UE_Rx_Tx_2	RNCID_3	CellID_3	EcNo_3	RSCP_3	RTT_3	UE_Rx_Tx_3	RNCID_4	CellID_4	EcNo_4	RSCP_4	RTT_4	UE_Rx_Tx_4	RNCID_5	CellID_5	EcNo_5	RSCP_5	RTT_5	UE_Rx_Tx_5	RNCID_6	CellID_6	EcNo_6	RSCP_6	RTT_6	UE_Rx_Tx_6
2016-05-10 14:03:01.000	123456788	116773	13	-999	-999	-999	-999	300	121.486088	31.210690	116773	13	-14.380000	-76.250000	38400	347	116773	12	-20.000000	-83.500000	38400	346	103226	12	-19.250000	-80.500000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:02.000	123456788	116773	13	-999	-999	-999	-999	300	121.486083	31.210692	116773	13	-13.750000	-76.500000	38400	347	116773	12	-20.000000	-85.880000	38400	346	103226	12	-19.630000	-80.250000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:03.000	123456788	116773	13	-999	-999	-999	-999	300	121.486072	31.210688	116773	13	-13.630000	-76.630000	38400	347	116773	12	-20.000000	-85.130000	38400	346	103226	12	-19.500000	-82.250000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:04.000	123456788	116773	13	-999	-999	-999	-999	300	121.486052	31.210682	116773	13	-14.380000	-76.380000	38400	347	116773	12	-20.000000	-84.000000	38400	346	103226	12	-18.380000	-80.880000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:05.000	123456788	116773	13	-999	-999	-999	-999	300	121.486052	31.210682	116773	13	-14.000000	-76.000000	38400	347	116773	12	-20.000000	-84.250000	38400	346	103226	13	-20.000000	-87.500000	38400	239	103226	12	-20.000000	-82.000000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:06.000	123456788	116773	13	-999	-999	-999	-999	300	121.485983	31.210657	116773	13	-14.000000	-76.380000	38400	347	116773	12	-20.000000	-88.130000	38400	346	103226	12	-19.880000	-80.000000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:07.000	123456788	116773	13	-999	-999	-999	-999	300	121.485935	31.210642	116773	13	-13.380000	-76.500000	38400	347	116773	12	-20.000000	-97.880000	38400	346	103226	12	-20.000000	-81.250000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:08.000	123456788	116773	13	-999	-999	-999	-999	300	121.485935	31.210642	116773	13	-13.750000	-76.380000	38400	347	116773	12	-20.000000	-85.130000	38400	346	103226	12	-20.000000	-84.000000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:09.000	123456788	116773	13	-999	-999	-999	-999	300	121.485878	31.210627	116773	13	-13.880000	-76.630000	38400	347	116773	12	-20.000000	-84.380000	38400	346	103226	13	-20.000000	-89.130000	38400	239	103226	12	-19.130000	-79.630000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:10.000	123456788	116773	13	-999	-999	-999	-999	300	121.485878	31.210627	116773	13	-13.630000	-76.500000	38400	347	116773	12	-20.000000	-83.880000	38400	346	103226	12	-18.130000	-81.130000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:11.000	123456788	116773	13	-999	-999	-999	-999	300	121.485820	31.210610	116773	13	-14.500000	-79.250000	38400	347	116773	11	-18.380000	-80.880000	38400	345	116773	12	-17.880000	-82.880000	38400	346	103226	13	-20.000000	-87.130000	38400	239	103226	12	-15.880000	-80.880000	38400	238	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:12.000	123456788	103226	12	-999	-999	-999	-999	300	121.485702	31.210558	103226	12	-16.000000	-81.000000	38400	238	116773	12	-20.000000	-85.630000	38400	346	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:13.000	123456788	103226	12	-999	-999	-999	-999	300	121.485645	31.210530	103226	12	-15.880000	-76.630000	38400	238	103226	13	-17.380000	-79.880000	38400	239	116773	11	-20.000000	-85.630000	38400	345	116773	13	-15.880000	-78.380000	38400	347	116773	12	-17.630000	-82.250000	38400	346	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:14.000	123456788	103226	12	-999	-999	-999	-999	300	121.485592	31.210508	103226	12	-16.130000	-76.750000	38400	238	116773	11	-20.000000	-86.750000	38400	345	116773	13	-20.000000	-82.380000	38400	347	116773	12	-20.000000	-82.500000	38400	346	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:17.000	123456788	103226	12	-999	-999	-999	-999	300	121.485592	31.210508	103226	12	-16.000000	-80.630000	38400	238	116773	11	-20.000000	-89.000000	38400	345	116773	13	-17.630000	-81.380000	38400	347	116773	12	-20.000000	-84.750000	38400	346	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:18.000	123456788	103226	12	-999	-999	-999	-999	300	121.485592	31.210508	103226	12	-15.880000	-78.130000	38400	238	103226	13	-19.250000	-83.880000	38400	239	116773	11	-19.500000	-84.630000	38400	345	116773	13	-19.130000	-82.380000	38400	347	116773	12	-20.000000	-85.380000	38400	346	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:22.000	123456788	103226	12	-999	-999	-999	-999	300	121.485473	31.210455	103226	12	-15.000000	-77.750000	38400	238	103226	13	-20.000000	-82.630000	38400	239	116773	13	-16.630000	-78.500000	38400	347	116773	12	-20.000000	-84.380000	38400	346	-999	-999	-999.000000	-999.000000	-999	-999	-999	-999	-999.000000	-999.000000	-999	-999
2016-05-10 14:03:24.000	123456788	103226	12	-999	-999	-999	-999	300	121.485472	31.210455	103226	12	-15.750000	-77.630000	38400	238	116773	11	-20.000000	-83.500000	38400	345	103226	13	-20.000000	-85.380000	38400	239	116773	13	-19.380000	-84.250000	38400	347	116773	12	-20.000000	-90.880000	38400	346	-999	-999	-999.000000	-999.000000	-999	-999
